"","CASEID","Being happy when working hard","Cannot wait to leave work at the end of the day","Extra effort to get the job done without reward","Take pride in own work","Being happiest if never had to work again in life","Working drains energy from more important things","Best reward from working - Sense of accomplishment","Admiration for those who work hard","Income - Personal income group (before tax)"
"6087",11950,10,7,10,10,7,7,9,10,4
"6088",11953,10,9,10,10,10,10,10,10,2
"6089",11956,10,5,10,10,5,4,10,10,4
"6090",11958,9,9,9,9,9,9,9,9,1
"6091",11959,10,3,3,10,5,6,8,10,1
"6092",11961,10,10,10,10,0,5,8,10,3
"6093",11962,10,5,10,10,0,0,10,10,2
"6094",11964,10,5,10,10,10,8,5,10,2
"6095",11965,10,8,8,10,5,1,8,8,1
"6096",11967,8,6,6,8,3,5,8,8,4
"6097",11970,5,10,0,10,10,10,0,3,3
"6098",11975,9,5,7,8,4,7,8,9,3
"6099",11976,8,2,10,10,1,5,10,10,4
"6100",11977,10,1,9,10,10,1,10,7,2
"6101",11979,9,5,9,9,10,8,8,8,6
"6102",11985,8,8,6,9,10,8,8,10,1
"6103",11987,10,0,10,10,8,0,10,10,6
"6104",11988,9,7,10,10,5,6,9,9,3
"6105",11991,10,2,10,10,10,6,8,8,6
"6106",11992,8,8,9,9,5,5,8,8,2
"6107",11993,10,4,8,10,5,4,10,10,3
"6108",11994,10,5,10,10,10,6,10,10,1
"6109",11995,5,9,9,8,4,5,4,6,2
"6110",11996,10,7,8,10,5,4,10,10,5
"6111",11998,9,5,10,10,5,3,9,10,3
"6112",12000,5,2,8,10,10,1,8,10,2
"6113",12001,7,0,8,10,10,9,9,10,2
"6114",12003,10,5,10,10,0,3,10,10,2
"6115",12006,10,5,10,10,7,7,9,10,4
"6116",12009,7,4,7,6,4,5,5,6,1
"6117",12011,10,10,10,10,5,5,10,10,3
"6118",12012,10,7,10,10,10,2,10,10,2
"6119",12013,10,10,10,10,10,5,10,10,2
"6120",12015,10,5,10,10,6,5,5,10,2
"6121",12018,8,5,9,9,2,3,9,10,1
"6122",12020,8,4,6,10,0,2,8,7,6
"6123",12021,10,4,10,10,4,6,10,10,2
"6124",12025,10,2,10,10,0,2,10,10,3
"6125",12028,8,8,8,9,3,3,9,8,4
"6126",12030,7,9,9,8,0,5,5,10,1
"6127",12033,8,6,9,9,5,3,8,8,3
"6128",12037,6,8,5,3,10,9,6,8,2
"6129",12038,7,7,8,8,10,4,7,6,5
"6130",12039,10,7,10,10,5,5,10,10,2
"6131",12040,10,2,10,10,4,9,9,10,1
"6132",12042,8,6,10,10,5,7,8,9,3
"6133",12048,9,2,8,9,5,4,9,10,2
"6134",12049,4,3,3,5,4,4,4,5,1
"6135",12050,9,2,7,10,0,2,8,10,4
"6136",12052,10,4,5,10,2,0,5,10,1
"6137",12054,8,8,10,10,5,7,6,10,2
"6138",12057,10,1,10,10,0,2,10,10,2
"6139",12058,10,10,10,10,10,10,10,10,2
"6140",12060,3,8,9,10,5,4,10,8,4
"6141",12064,5,5,10,10,5,5,6,10,3
"6142",12066,8,2,10,10,5,5,5,5,6
"6143",12069,8,10,8,10,3,3,9,10,1
"6144",12070,9,0,10,10,5,5,10,8,2
"6145",12071,10,2,8,10,10,2,9,9,4
"6146",12074,6,9,9,10,10,10,6,10,1
"6147",12075,8,6,2,9,9,4,5,10,1
"6148",12076,8,3,6,9,4,5,9,9,3
"6149",12077,7,5,2,6,2,1,6,10,1
"6150",12078,8,3,9,9,4,3,7,8,4
"6151",12079,7,7,6,6,0,7,4,10,1
"6152",12080,7,3,3,8,10,8,7,7,3
"6153",12081,10,8,10,10,10,6,10,10,6
"6154",12083,8,10,8,10,2,5,10,10,4
"6155",12087,10,10,7,9,10,3,5,10,3
"6156",12089,8,8,10,10,0,0,10,10,3
"6157",12097,8,10,10,10,10,6,10,10,4
"6158",12099,8,9,7,10,5,8,10,9,1
"6159",12100,9,2,8,10,5,4,7,10,5
"6160",12101,5,8,8,9,10,6,7,8,2
"6161",12105,10,2,10,10,0,0,9,10,1
"6162",12106,8,5,10,10,0,3,10,9,5
"6163",12113,10,5,10,10,6,6,10,10,2
"6164",12114,6,3,7,10,4,6,7,7,3
"6165",12117,7,10,10,10,10,6,10,10,2
"6166",12118,10,3,8,10,6,8,7,10,5
"6167",12119,9,9,10,10,2,2,10,10,1
"6168",12121,10,8,8,10,0,5,9,10,4
"6169",12123,10,6,10,10,0,8,10,10,2
"6170",12124,8,8,10,10,0,0,10,10,2
"6171",12125,10,0,10,10,1,1,10,10,6
"6172",12127,10,2,10,10,0,0,10,10,1
"6173",12129,9,9,10,10,2,5,9,9,2
"6174",12130,8,10,7,10,10,5,10,10,1
"6175",12131,8,6,7,9,5,6,8,9,1
"6176",12132,10,10,10,10,10,10,5,10,2
"6177",12134,8,6,10,10,0,7,9,10,2
"6178",12139,8,3,9,10,4,2,7,8,2
"6179",12142,8,6,8,10,10,7,8,10,1
"6180",12146,5,5,5,5,5,5,5,5,1
"6181",12147,3,10,8,10,8,7,10,9,2
"6182",12150,7,5,10,10,2,7,9,10,2
"6183",12152,10,5,2,10,0,4,10,10,2
"6184",12155,10,10,10,10,10,7,10,10,4
"6185",12158,10,0,10,10,0,0,8,10,6
"6186",12161,10,3,8,10,0,3,10,10,4
"6187",12162,10,10,10,10,10,10,10,10,2
"6188",12164,10,3,8,10,5,4,10,10,2
"6189",12165,10,0,10,10,0,0,9,6,5
"6190",12166,9,3,7,9,9,5,8,9,1
"6191",12168,10,8,8,10,4,3,10,10,3
"6192",12169,8,4,9,10,5,7,7,10,5
"6193",12174,8,7,8,10,0,7,9,7,6
"6194",12176,10,2,7,10,10,4,10,10,2
"6195",12179,10,2,10,10,5,4,9,10,3
"6196",12183,9,6,9,10,3,3,10,10,1
"6197",12185,10,2,10,10,5,2,10,10,5
"6198",12187,10,4,10,10,3,5,8,10,4
"6199",12188,9,2,10,10,1,9,2,9,2
"6200",12191,10,2,7,9,0,1,10,10,1
"6201",12193,7,9,8,8,9,9,8,9,1
"6202",12194,10,10,10,10,10,5,10,10,2
"6203",12196,10,8,10,10,6,4,10,9,1
"6204",12200,10,5,9,10,10,1,10,10,2
"6205",12201,9,6,9,9,1,1,9,9,2
"6206",12202,9,5,9,10,5,7,8,8,3
"6207",12203,8,4,9,10,6,4,7,10,4
"6208",12204,9,6,9,10,0,4,8,10,2
"6209",12206,8,6,8,10,8,4,8,7,4
"6210",12207,5,6,9,8,2,6,0,9,1
"6211",12208,10,4,10,10,10,2,8,10,1
"6212",12210,8,1,9,9,9,9,5,5,2
"6213",12211,7,5,3,10,0,7,2,7,3
"6214",12213,8,6,7,10,0,6,8,9,1
"6215",12214,10,5,10,10,0,4,10,10,4
"6216",12215,10,5,10,10,0,5,10,10,4
"6217",12217,10,2,10,10,3,3,8,10,3
"6218",12218,8,8,8,8,10,7,7,9,1
"6219",12219,10,10,9,10,5,5,5,10,3
"6220",12225,6,8,7,9,0,6,7,9,1
"6221",12226,10,0,10,10,8,8,8,10,4
"6222",12228,10,2,10,10,7,1,5,10,4
"6223",12229,5,8,5,7,5,8,5,5,3
"6224",12233,6,1,10,10,3,7,9,5,2
"6225",12234,8,8,9,9,10,4,9,9,3
"6226",12237,8,6,8,8,2,3,6,5,4
"6227",12238,9,10,8,10,10,3,9,7,4
"6228",12239,9,5,10,10,7,7,8,10,1
"6229",12241,5,3,10,10,0,3,10,10,4
"6230",12242,5,1,6,10,2,0,8,10,1
"6231",12245,10,7,7,10,5,5,8,7,3
"6232",12246,7,7,9,10,7,6,10,10,2
"6233",12248,9,2,10,10,0,8,10,10,2
"6234",12250,5,9,5,10,10,9,8,10,4
"6235",12251,10,1,10,10,0,0,10,10,3
"6236",12253,10,10,8,10,5,7,8,10,2
"6237",12255,7,6,7,9,10,6,8,7,6
"6238",12256,10,5,9,10,7,5,10,10,4
"6239",12257,10,0,10,10,0,2,10,10,1
"6240",12260,10,5,8,10,0,2,10,10,3
"6241",12262,10,0,10,10,0,0,8,10,6
"6242",12263,8,8,9,8,3,7,7,9,2
"6243",12265,7,6,8,9,8,7,7,9,6
"6244",12267,9,3,9,10,2,2,9,9,5
"6245",12268,10,10,10,10,1,5,10,10,1
"6246",12270,1,1,1,5,5,1,6,4,2
"6247",12273,8,4,8,10,2,6,10,9,5
"6248",12275,10,10,10,10,10,5,10,10,3
"6249",12277,10,10,10,10,1,10,10,10,2
"6250",12278,10,3,9,10,4,3,9,9,3
"6251",12280,8,5,10,10,10,10,10,10,4
"6252",12281,10,10,10,10,5,0,5,10,4
"6253",12282,7,5,7,8,4,2,8,9,4
"6254",12284,10,2,10,10,2,4,10,10,1
"6255",12285,8,8,10,10,0,0,10,10,1
"6256",12286,9,7,8,10,10,7,9,9,2
"6257",12287,8,9,8,8,0,0,9,10,2
"6258",12289,6,8,6,9,10,4,5,7,6
"6259",12290,10,0,9,10,6,6,10,10,4
"6260",12292,8,3,8,9,6,4,8,8,3
"6261",12294,10,8,10,10,10,7,10,10,4
"6262",12295,10,5,8,10,0,0,9,10,3
"6263",12296,10,10,7,10,2,7,10,10,4
"6264",12297,9,2,10,10,1,3,10,10,2
"6265",12299,8,4,4,8,2,5,9,7,4
"6266",12301,10,6,10,10,0,0,10,10,1
"6267",12302,5,10,10,10,10,8,10,10,3
"6268",12304,10,10,8,10,2,6,8,10,4
"6269",12305,8,8,8,10,10,5,5,10,4
"6270",12309,10,5,10,10,10,5,10,10,2
"6271",12310,10,0,9,10,0,0,9,10,2
"6272",12312,4,8,10,10,5,10,1,10,1
"6273",12315,7,5,3,8,5,5,3,10,1
"6274",12317,9,4,8,7,9,5,3,7,4
"6275",12318,8,6,10,9,2,5,9,10,1
"6276",12319,10,0,10,10,0,10,10,10,5
"6277",12322,10,0,10,8,0,2,9,9,2
"6278",12323,8,9,9,9,10,5,7,8,3
"6279",12325,9,3,2,8,7,2,10,9,4
"6280",12328,7,7,3,8,5,4,4,7,4
"6281",12329,10,10,10,10,5,10,5,10,2
"6282",12331,8,5,8,10,2,3,5,7,4
"6283",12332,5,5,5,8,8,8,5,5,4
"6284",12333,8,8,8,8,10,6,7,9,3
"6285",12334,8,6,8,9,3,7,7,8,3
"6286",12338,10,5,8,10,0,7,10,8,1
"6287",12340,7,5,10,10,10,3,10,10,2
"6288",12344,10,7,9,10,10,7,10,10,3
"6289",12346,10,0,10,10,5,3,10,10,4
"6290",12348,8,10,7,5,10,6,8,9,1
"6291",12349,9,5,9,10,4,5,8,9,4
"6292",12350,10,10,10,10,0,4,10,10,3
"6293",12352,10,5,10,10,7,5,10,10,2
"6294",12355,10,5,10,10,0,0,9,10,1
"6295",12358,9,5,10,10,0,5,10,10,2
"6296",12359,8,7,9,10,6,7,7,7,2
"6297",12360,7,9,10,10,1,6,1,8,2
"6298",12362,8,2,9,10,3,1,10,9,3
"6299",12363,9,9,9,9,5,4,7,9,1
"6300",12364,10,0,10,10,0,0,10,10,4
"6301",12367,5,2,8,8,6,5,8,6,6
"6302",12369,8,8,8,8,10,5,8,8,3
"6303",12370,9,9,5,10,5,9,10,9,1
"6304",12371,7,8,10,10,4,6,6,7,2
"6305",12372,10,2,10,10,10,3,10,10,3
"6306",12373,7,5,7,8,7,5,6,8,6
"6307",12378,10,10,10,10,10,8,10,10,2
"6308",12381,7,2,2,2,5,3,2,4,5
"6309",12382,5,5,5,5,5,5,5,5,3
"6310",12384,8,10,10,10,10,5,6,10,2
"6311",12385,9,8,8,8,5,5,9,9,1
"6312",12388,9,9,8,9,7,5,7,9,2
"6313",12391,10,8,10,10,8,2,10,10,6
"6314",12392,8,3,8,10,5,5,8,10,1
"6315",12394,8,7,10,10,7,10,9,10,3
"6316",12395,9,1,9,9,3,2,9,8,6
"6317",12396,10,2,10,10,0,0,8,10,4
"6318",12398,8,8,7,9,6,6,7,8,3
"6319",12399,7,8,7,7,3,2,8,8,1
"6320",12401,10,5,1,10,5,5,10,7,4
"6321",12404,7,10,9,10,3,10,4,8,4
"6322",12405,10,7,10,10,2,6,10,10,3
"6323",12408,10,6,10,10,10,8,10,10,4
"6324",12412,8,5,0,10,0,0,10,10,2
"6325",12414,0,10,0,0,10,10,2,0,6
"6326",12415,8,3,8,8,3,3,10,10,4
"6327",12416,10,0,10,10,5,3,10,10,1
"6328",12417,8,8,8,10,2,7,8,8,1
"6329",12422,5,0,10,10,5,10,5,3,3
"6330",12423,8,10,2,10,10,7,8,10,3
"6331",12424,9,8,7,10,5,5,5,10,3
"6332",12426,10,10,10,10,10,0,10,10,2
"6333",12427,10,10,10,10,0,5,7,10,1
"6334",12428,0,8,8,9,0,2,7,7,1
"6335",12430,10,0,8,10,9,3,10,10,1
"6336",12431,8,8,10,10,10,10,10,10,3
"6337",12433,8,0,10,10,0,0,2,10,5
"6338",12434,9,2,9,10,3,4,9,10,4
"6339",12435,10,2,10,10,0,9,10,10,1
"6340",12437,8,8,8,8,0,1,8,8,2
"6341",12440,10,10,5,10,0,3,9,10,2
"6342",12444,8,10,10,10,10,10,10,10,2
"6343",12448,7,4,4,8,5,2,5,6,3
"6344",12449,7,7,7,6,2,3,8,8,4
"6345",12450,9,5,10,10,2,3,8,10,2
"6346",12453,5,7,6,10,5,7,7,7,2
"6347",12455,9,7,8,9,3,4,8,8,2
"6348",12458,9,5,9,10,6,8,8,10,2
"6349",12462,10,0,10,10,0,0,10,10,6
"6350",12467,7,7,8,9,10,10,9,10,3
"6351",12468,10,4,10,10,0,5,10,10,1
"6352",12469,6,10,10,10,10,4,8,8,6
"6353",12470,10,0,10,10,0,0,10,10,3
"6354",12471,10,2,10,10,2,0,10,10,3
"6355",12472,10,2,8,10,1,5,9,10,6
"6356",12478,9,6,6,9,5,4,2,10,4
"6357",12481,9,4,9,9,8,2,8,9,4
"6358",12482,8,5,8,6,5,5,8,8,1
"6359",12484,8,3,8,10,5,2,6,8,6
"6360",12486,10,5,8,10,6,5,7,9,3
"6361",12487,8,7,9,8,7,5,10,10,5
"6362",12492,10,10,8,10,1,1,1,10,5
"6363",12493,7,10,10,10,10,8,10,10,6
"6364",12494,10,5,10,10,5,5,10,10,4
"6365",12495,8,2,10,10,2,5,10,10,5
"6366",12502,10,7,8,10,2,5,9,10,6
"6367",12503,8,6,10,10,4,7,8,10,2
"6368",12505,10,0,8,10,8,2,7,9,6
"6369",12506,8,0,8,10,1,1,7,8,2
"6370",12507,8,1,8,9,1,2,8,9,2
"6371",12508,3,1,5,9,4,2,9,3,4
"6372",12509,10,2,10,10,0,2,9,10,2
"6373",12519,9,8,8,10,1,1,9,7,2
"6374",12520,5,10,5,8,8,3,9,7,1
"6375",12523,9,2,10,10,0,2,9,4,2
"6376",12529,10,7,7,10,2,5,10,10,2
"6377",12531,10,0,10,10,0,0,10,10,3
"6378",12533,8,0,10,10,0,10,10,10,2
"6379",12537,10,5,10,10,5,5,10,10,2
"6380",12539,10,5,10,10,0,0,10,10,1
"6381",12541,10,10,9,10,10,8,9,10,4
"6382",12542,7,8,9,10,1,7,8,8,4
"6383",12546,10,5,10,10,2,0,5,10,1
"6384",12549,4,10,2,9,10,10,5,7,1
"6385",12550,7,8,9,8,5,9,9,8,4
"6386",12552,6,10,8,10,6,7,8,10,2
"6387",12553,5,5,8,10,10,8,8,10,3
"6388",12554,5,10,0,10,6,10,4,10,1
"6389",12555,10,10,8,8,10,10,7,10,4
"6390",12556,10,1,10,10,1,1,10,10,1
"6391",12557,5,5,5,10,0,0,10,10,3
"6392",12562,8,8,9,9,6,9,8,9,4
"6393",12563,10,5,10,10,0,5,7,8,6
"6394",12564,10,3,8,10,0,0,8,10,1
"6395",12569,9,9,6,10,10,7,9,10,4
"6396",12570,10,1,9,10,0,2,9,10,1
"6397",12571,10,7,10,10,0,10,10,10,2
"6398",12573,8,2,8,8,5,2,8,9,2
"6399",12574,9,1,2,10,10,0,10,10,3
"6400",12576,7,7,7,7,10,10,9,9,3
"6401",12577,7,10,7,9,5,6,7,8,3
"6402",12578,10,8,10,10,0,0,10,10,4
"6403",12579,9,5,8,9,4,4,10,10,1
"6404",12583,7,10,6,10,10,9,4,6,2
"6405",12584,10,10,10,10,10,10,10,10,1
"6406",12587,4,7,6,7,2,4,9,7,1
"6407",12590,5,7,6,10,0,0,10,10,2
"6408",12591,10,10,8,10,10,2,8,10,2
"6409",12592,7,4,8,9,9,4,7,8,3
"6410",12593,10,2,10,10,2,2,10,10,2
"6411",12596,7,10,9,10,0,4,10,10,1
"6412",12597,7,9,7,7,6,6,9,10,3
"6413",12598,10,1,10,10,0,1,10,10,2
"6414",12599,9,1,10,10,5,5,8,5,2
"6415",12600,9,3,9,10,4,4,7,8,6
"6416",12602,10,5,8,8,6,7,7,8,2
"6417",12603,6,3,8,7,5,6,6,6,5
"6418",12604,7,4,8,10,5,0,5,8,1
"6419",12607,8,5,10,10,10,8,9,10,2
"6420",12608,8,5,8,8,5,5,10,8,5
"6421",12609,10,7,7,5,2,3,5,10,2
"6422",12610,10,10,9,10,0,7,8,10,3
"6423",12613,8,7,9,9,6,6,8,10,5
"6424",12615,8,10,8,10,3,8,8,8,1
"6425",12619,8,5,10,5,3,7,9,9,3
"6426",12621,10,5,10,10,1,2,10,10,3
"6427",12622,4,7,5,5,6,6,5,7,1
"6428",12623,9,5,10,10,5,7,9,10,2
"6429",12628,7,7,10,10,10,5,7,7,2
"6430",12629,10,3,10,10,2,6,7,10,4
"6431",12632,9,7,10,10,5,6,8,10,3
"6432",12633,6,6,8,9,7,6,6,10,3
"6433",12634,4,7,10,10,2,5,5,4,1
"6434",12636,6,8,5,7,8,8,2,4,4
"6435",12638,10,5,10,10,10,5,10,10,2
"6436",12639,10,6,9,10,10,5,9,10,2
"6437",12640,5,5,5,5,5,5,5,5,3
"6438",12641,9,8,7,10,6,7,10,10,4
"6439",12646,10,4,10,10,2,3,10,10,2
"6440",12647,10,5,10,10,2,4,5,7,3
"6441",12655,5,5,0,1,7,5,3,5,1
"6442",12656,8,2,10,9,1,2,10,10,3
"6443",12657,10,1,10,10,0,1,10,10,3
"6444",12658,9,5,10,10,10,3,10,10,4
"6445",12661,8,8,8,6,3,1,5,5,3
"6446",12662,10,5,10,10,0,5,5,10,3
"6447",12665,7,5,7,7,10,7,7,10,3
"6448",12667,9,9,10,10,0,0,8,10,2
"6449",12668,1,8,0,1,5,2,1,2,1
"6450",12669,8,5,10,10,9,3,6,10,3
"6451",12670,5,6,10,10,9,2,5,10,3
"6452",12671,10,5,10,10,0,6,10,10,2
"6453",12673,10,5,10,10,7,0,10,10,3
"6454",12674,8,5,10,10,0,3,10,10,4
"6455",12675,10,8,10,5,0,5,8,8,2
"6456",12676,5,5,10,9,0,3,6,3,2
"6457",12677,10,3,10,10,10,3,9,10,4
"6458",12678,8,5,8,7,5,5,8,10,2
"6459",12679,8,8,7,8,9,7,9,9,1
"6460",12680,8,1,10,10,8,4,10,10,4
"6461",12683,6,6,10,9,10,10,10,6,1
"6462",12685,10,10,8,10,5,4,5,10,4
"6463",12686,6,3,6,2,4,3,7,7,1
"6464",12687,10,8,8,10,2,2,10,10,2
"6465",12691,10,8,10,10,8,8,8,10,4
"6466",12695,8,6,8,8,4,4,8,8,4
"6467",12696,8,5,8,9,3,4,7,9,5
"6468",12698,10,7,10,10,10,8,10,10,4
"6469",12699,8,2,7,9,4,5,8,8,3
"6470",12700,10,7,9,10,3,5,9,10,3
"6471",12703,7,5,8,10,6,3,9,9,1
"6472",12704,8,6,7,8,8,5,6,8,2
"6473",12705,8,0,10,10,0,0,10,10,2
"6474",12706,10,5,10,10,5,0,10,10,3
"6475",12708,7,5,6,6,6,6,4,10,3
"6476",12711,9,2,6,10,3,5,6,10,4
"6477",12713,6,3,8,8,8,3,8,10,5
"6478",12721,9,7,10,10,10,2,10,10,6
"6479",12722,5,8,6,8,8,5,6,8,3
"6480",12723,10,0,10,10,0,0,10,10,2
"6481",12725,8,6,8,8,0,1,8,8,3
"6482",12727,10,7,8,9,5,5,8,8,4
"6483",12728,8,7,9,9,8,7,8,9,2
"6484",12729,9,7,8,9,5,5,9,9,3
"6485",12735,8,1,10,10,3,2,5,10,3
"6486",12739,7,10,5,10,10,0,0,8,2
"6487",12740,10,2,10,10,0,0,9,10,2
"6488",12747,10,3,10,10,2,3,9,10,1
"6489",12748,8,5,8,7,2,5,5,7,4
"6490",12750,5,10,10,10,10,10,10,10,2
"6491",12751,6,2,6,8,4,3,9,9,5
"6492",12752,10,8,10,10,0,0,10,10,3
"6493",12755,10,0,10,10,8,9,10,10,4
"6494",12757,10,2,10,10,5,1,9,10,2
"6495",12760,10,2,10,10,5,5,10,5,5
"6496",12761,7,7,8,8,8,8,8,8,2
"6497",12762,8,1,7,10,8,5,8,10,5
"6498",12764,8,10,8,8,10,10,8,8,3
"6499",12765,7,10,8,10,5,2,5,8,3
"6500",12766,9,10,10,10,10,8,9,10,4
"6501",12767,7,9,9,9,4,8,7,7,6
"6502",12768,8,8,3,8,10,10,5,8,2
"6503",12770,8,10,5,10,6,5,6,8,2
"6504",12772,9,1,10,10,1,3,8,9,4
"6505",12774,8,3,7,9,10,5,8,10,1
"6506",12778,8,1,8,7,0,4,8,8,3
"6507",12779,7,5,7,10,6,3,8,8,3
"6508",12781,9,7,8,8,10,3,8,8,1
"6509",12783,9,9,10,10,10,10,9,10,2
"6510",12785,8,5,9,9,5,9,9,9,6
"6511",12792,8,7,10,10,9,3,7,10,2
"6512",12793,8,9,9,9,10,9,8,9,1
"6513",12794,10,3,7,10,5,5,10,10,5
"6514",12795,8,0,10,10,0,3,10,6,3
"6515",12796,9,10,10,10,0,4,10,10,2
"6516",12797,10,10,10,10,0,0,10,10,3
"6517",12798,8,2,8,8,0,0,10,10,2
"6518",12800,8,4,10,10,3,5,6,9,3
"6519",12801,10,10,10,10,10,5,10,10,2
"6520",12802,10,5,10,10,0,5,10,10,2
"6521",12805,9,5,9,10,0,7,10,10,3
"6522",12806,7,10,8,10,8,10,5,6,5
"6523",12807,7,8,8,9,0,3,5,9,2
"6524",12809,8,5,6,10,3,2,4,6,2
"6525",12810,10,4,10,10,0,0,10,10,3
"6526",12812,10,4,9,9,0,5,10,9,1
"6527",12813,10,10,1,10,10,10,1,5,1
"6528",12816,9,6,8,10,5,5,8,10,2
"6529",12819,10,10,10,10,6,6,6,8,3
"6530",12820,10,9,10,10,2,8,7,10,2
"6531",12823,7,10,10,10,10,5,5,10,3
"6532",12825,5,4,5,10,6,5,6,5,5
"6533",12834,5,0,5,10,5,7,0,5,4
"6534",12837,8,5,9,7,5,5,7,8,4
"6535",12839,10,5,10,10,0,0,10,10,3
"6536",12843,10,5,8,10,1,6,9,10,1
"6537",12845,9,8,8,8,9,3,7,9,2
"6538",12847,10,10,10,10,10,5,10,10,1
"6539",12849,8,7,10,10,0,2,8,8,2
"6540",12850,5,10,8,8,10,10,3,8,5
"6541",12856,8,7,8,8,8,3,8,9,2
"6542",12858,8,10,10,9,7,3,7,4,2
"6543",12860,8,4,8,10,0,7,10,10,2
"6544",12861,10,0,8,10,2,5,8,10,5
"6545",12864,8,5,8,9,2,5,9,9,4
"6546",12866,9,5,9,9,0,4,6,8,2
"6547",12867,5,10,10,10,10,5,8,10,1
"6548",12868,5,5,8,9,10,7,5,10,2
"6549",12869,10,10,10,10,3,7,6,7,3
"6550",12870,8,8,8,10,5,10,10,10,3
"6551",12871,10,0,10,10,10,8,8,10,5
"6552",12872,10,2,10,10,0,0,10,10,6
"6553",12876,9,7,8,9,10,7,8,9,4
"6554",12881,10,5,10,10,8,2,10,10,4
"6555",12882,7,8,3,8,2,3,7,8,3
"6556",12883,10,0,8,10,0,3,8,8,2
"6557",12888,10,2,10,10,2,2,10,10,2
"6558",12889,7,0,10,10,5,2,10,10,6
"6559",12890,8,5,6,9,10,10,7,9,4
"6560",12893,9,6,9,9,5,4,9,9,2
"6561",12894,7,5,8,10,0,1,6,10,2
"6562",12896,10,5,1,10,5,5,5,5,5
"6563",12897,10,10,9,10,10,8,10,10,2
"6564",12898,10,0,10,10,5,5,10,10,4
"6565",12900,5,10,10,10,10,10,5,10,3
"6566",12904,10,0,8,10,4,0,8,10,3
"6567",12905,7,8,2,7,7,7,4,8,4
"6568",12906,7,5,6,8,8,6,7,8,6
"6569",12907,1,5,4,6,4,3,8,8,2
"6570",12909,10,5,10,10,3,3,10,8,2
"6571",12910,6,6,10,6,7,10,7,7,3
"6572",12913,10,0,8,10,0,5,10,10,2
"6573",12914,9,4,8,10,10,4,8,9,4
"6574",12915,8,5,10,10,4,5,3,10,2
"6575",12916,10,5,8,10,10,5,4,10,1
"6576",12919,8,5,9,10,9,3,8,10,2
"6577",12920,10,3,10,10,5,0,10,10,1
"6578",12922,8,0,1,10,2,0,9,9,6
"6579",12923,8,9,9,9,9,6,7,8,4
"6580",12925,8,7,10,9,10,1,6,9,1
"6581",12926,5,10,7,10,2,10,5,9,1
"6582",12927,8,8,8,9,3,5,6,9,2
"6583",12931,10,0,10,10,0,0,10,10,2
"6584",12932,3,5,5,5,8,6,4,8,2
"6585",12934,5,5,8,9,8,9,8,8,3
"6586",12936,10,10,5,10,10,10,5,10,1
"6587",12939,10,5,10,10,0,2,7,10,4
"6588",12940,9,7,6,10,0,5,8,10,1
"6589",12941,9,1,10,10,4,0,10,10,2
"6590",12943,10,0,10,10,2,2,10,10,1
"6591",12948,8,10,8,10,10,8,8,8,3
"6592",12952,9,3,7,10,6,2,9,10,3
"6593",12953,6,10,0,10,5,5,10,6,3
"6594",12956,10,3,7,10,5,2,6,10,3
"6595",12960,8,6,7,6,2,7,7,7,2
"6596",12961,8,3,9,9,0,3,8,8,2
"6597",12962,8,10,10,8,10,7,5,10,1
"6598",12963,10,10,7,10,10,8,10,10,1
"6599",12964,10,1,8,10,2,2,9,10,1
"6600",12965,9,3,10,10,8,2,8,10,3
"6601",12966,8,6,10,10,5,8,10,9,4
"6602",12970,9,5,10,10,3,2,10,10,3
"6603",12974,10,5,10,10,5,3,10,10,2
"6604",12977,4,3,3,5,5,6,6,5,2
"6605",12980,9,9,6,5,10,10,5,10,2
"6606",12981,10,0,10,10,0,0,10,10,4
"6607",12982,8,9,8,10,10,8,7,10,4
"6608",12983,10,2,9,10,3,6,10,10,1
"6609",12989,8,1,9,10,0,0,8,9,2
"6610",12992,10,6,10,10,2,5,9,10,3
"6611",12993,8,5,5,8,2,5,8,8,3
"6612",12994,10,1,10,10,5,3,10,10,3
"6613",12995,9,5,9,8,5,3,7,9,3
"6614",12997,5,10,0,5,10,7,3,4,2
"6615",12998,6,7,4,9,6,10,8,5,3
"6616",12999,10,10,10,10,10,3,10,10,3
"6617",13000,10,5,10,10,10,5,10,10,2
"6618",13004,10,2,10,10,1,5,10,10,2
"6619",13010,10,5,10,10,0,2,8,10,6
"6620",13012,9,5,9,9,4,4,8,8,2
"6621",13013,5,10,10,10,8,7,8,10,1
"6622",13014,10,0,10,10,5,7,10,10,3
"6623",13015,10,10,10,10,0,3,10,10,1
"6624",13017,8,10,8,10,10,4,5,10,3
"6625",13018,7,2,5,10,10,6,6,10,3
"6626",13019,8,5,10,9,5,0,8,8,1
"6627",13031,9,1,8,10,0,0,9,10,1
"6628",13034,7,5,8,5,3,5,4,8,4
"6629",13035,8,8,7,10,10,8,8,10,2
"6630",13036,8,8,8,10,10,0,5,8,2
"6631",13039,9,5,9,10,2,7,9,9,4
"6632",13040,8,7,10,10,0,5,9,9,3
"6633",13041,10,4,7,8,5,5,8,8,3
"6634",13042,10,2,10,10,0,3,10,10,4
"6635",13043,8,6,8,10,7,7,5,10,6
"6636",13045,10,9,10,10,0,1,10,10,2
"6637",13049,8,10,8,10,5,6,8,10,3
"6638",13054,8,5,10,10,4,4,8,10,1
"6639",13055,5,10,7,10,7,10,10,9,6
"6640",13056,10,0,10,10,6,0,10,10,1
"6641",13058,8,2,9,9,0,5,10,10,2
